header,w_length,date_type,date,label
"### $ 1214 - أبو محمد الصلحي الكاتب [- 376]
",101,death,376,Fatimid
"### $ 1369 - خلصة بن موسى بن عمران الريي الزاهد [- 376]
",28,death,376,Fatimid
"### $ 1788 - أبو بكر الصدفي البزاز [- 376]
",25,death,376,Fatimid
"### $ 1869 - ابن أبي العوام [- 376]
",43,death,376,Fatimid
"### $ 2748 - أبو بكر الصدفي البزاز [- 376]
",26,death,376,Fatimid
"### $ 103 - أبو إسحاق ابن رشيق [- 377]
",18,death,377,Fatimid
"### $ 2297 - محمد بن أبي سليمان القرطبي [- 377]
",62,death,377,Fatimid
"### $ 2368 - محمد بن صالح صاحب بيت المال بإفريقية [- بعد 377]
",40,death,377,Fatimid
"### $ 151 - أبو إسحاق الملاح [293 - 378]
",45,full,378,Fatimid
"### $ 137 - أبو إسحاق العسال [- 378]
",28,death,378,Fatimid
"### $ 548 - أبو جعفر المذبوح [- 378]
",312,death,378,Fatimid
"### $ 2539 - أبو الحسن الصنهاجي [- 378]
",43,death,378,Fatimid
"### $ 3052 - ابن أبي هريرة البزاز [- 378]
",56,death,378,Fatimid
"### $ 263 - أبو إسحاق الأنطاكي [310 - 379]
",46,full,379,Fatimid
"### $ 3331 - الحافظ أبو الحسين ابن مظفر البزاز البغدادي [286 - 379]
",183,full,379,Fatimid
"### $ 1222 - الحسين الرسي [- 379]
",126,death,379,Fatimid
"### $ 2380 - الشهيد التدميري [- 379]
",273,death,379,Fatimid
"### $ 1843 - ابن القنتوري [284 - 380]
",352,full,380,Fatimid
"### $ 1844 - المفيد الجرجرائي [284 - 380]
",164,full,380,Fatimid
"### $ 1928 - أبو بكر القتالي [- 380]
",177,death,380,Fatimid
"### $ 2081 - أبو طاهر الأنطاكي [- قبل 380]
",76,death,380,Fatimid
"### $ 2371 - محمد بن صبغون الملطي [- 380]
",41,death,380,Fatimid
"### $ 2684 - الفصيح أبو حنيفة الشاعر الموصلي [- بعد 380]
",85,death,380,Fatimid
"### $ 3309 - أبو بكر محمد بن مسعود الأزدي [- 380]
",9,death,380,Fatimid
"### $ 1102 - جوهر الصقلي [312 - 381]
",5540,full,381,Fatimid
"### $ 1657 - أبو بكر ابن المقرئ [285 - 381]
",200,full,381,Fatimid
"### $ 3283 - أبو بكر القرطبي المؤذن [296 - 381]
",111,full,381,Fatimid
"### $ 2266 - ابن الصابوني القرطبي [- 381]
",72,death,381,Fatimid
"### $ 38 - أبو إسحاق الطليطلي [- 382]
",31,death,382,Fatimid
"### $ 509 - أبو علي، ابن المهدي الفاطمي [- 382]
",44,death,382,Fatimid
"### $ 649 - أبو العباس الشيرازي الحافظ [- 382]
",125,death,382,Fatimid
"### $ 2887 - محمد بن عمر الجياني [- 382]
",45,death,382,Fatimid
"### $ 404 - أبو بكر الدورقي [298 - 383]
",85,full,383,Fatimid
"### $ 1475 - ابن حزم القلعي الأندلسي [- 383]
",161,death,383,Fatimid
"### $ 2364 - محمد بن صالح المعافري الأندلسي [- 383]
",124,death,383,Fatimid
"### $ 57 - ابن مسلم الحسيني [- 384]
",20,death,384,Fatimid
"### $ 227 - أبو إسحاق التمار [- 384]
",58,death,384,Fatimid
"### $ 564 - أبو بكر المهندس [- 384]
",20,death,384,Fatimid
"### $ 2753 - ابن مصلح الماسرجسي [- 384]
",203,death,384,Fatimid
"### $ 3537 - أبو بكر الدمياطي [- 384]
",69,death,384,Fatimid
"### $ 3554 - أبو بكر الفهري القرطبي [- 384]
",83,death,384,Fatimid
"### $ 1830 - ابن الأزرق المرواني الشاعر [319 - 385]
",99,full,385,Fatimid
"### $ 85 - أبو إسماعيل الإلبيري [- 385]
",39,death,385,Fatimid
"### $ 2570 - العتقي [القبرياني] المؤرخ [- 385]
",79,death,385,Fatimid
"### $ 1490 - أبو أحمد السامري [296 - 386]
",734,full,386,Fatimid
"### $ 2901 - الغضائري القرطبي [309 - 386]
",48,full,386,Fatimid
"### $ 287 - أبو إسحاق ابن داود [- 386]
",23,death,386,Fatimid
"### $ 672 - ابن أبي الليث المصري الحافظ [- 386]
",105,death,386,Fatimid
"### $ 1236 - أبو علي الرائض [- بعد 386]
",67,death,386,Fatimid
"### $ 2197 - محمد بن خراسان المقرئ النحوي الصقلي [- 386]
",87,death,386,Fatimid
"### $ 1145 - الحسن بن زولاق [306 - 387]
",367,full,387,Fatimid
"### $ 2556 - أبو المفضل الشيباني [297 - 387]
",256,full,387,Fatimid
"### $ 1163 - الحسن بن العباس الحسيني قاضي دمشق [- بعد 387]
",21,death,387,Fatimid
"### $ 1807 - أبو بكر الأدرستاني [- 387]
",27,death,387,Fatimid
"### $ 2712 - أبو بكر الأدفوي [303 - 388]
",535,full,388,Fatimid
"### $ 2831 - أبو بكر النحوي [302 - 388]
",23,full,388,Fatimid
"### $ 922 - بشارة الإخشيدي الخادم [- بعد 388]
",545,death,388,Fatimid
"### $ 1230 - الحسين الحمداني [- بعد 388]
",568,death,388,Fatimid
"### $ 1561/ 19 - ابن عراك المصري المقرئ [- 388]
",89,death,388,Fatimid
"### $ 2041 - أبو الطيب الماذرائي [- 388]
",17,death,388,Fatimid
"### $ 3444 - محمد بن النعمان قاضي القضاة [340 - 389]
",1196,full,389,Fatimid
"### $ 2374 - ابن أبي طالب الخشاب [- 389]
",23,death,389,Fatimid
"### $ 456 - ابن الموصول الحلبي [- 390]
",194,death,390,Fatimid
"### $ 1015 - برجوان العزيزي [- 390]
",702,death,390,Fatimid
"### $ 1049 - جابر بن منصور الجوذري [- بعد 390]
",35,death,390,Fatimid
"### $ 1107 - جيش بن الصمصامة [- 390]
",708,death,390,Fatimid
"### $ 1204 - الحسن بن عمار الكلبي [- 390]
",1463,death,390,Fatimid
"### $ 1592 - ابن عيشون الإلبيري [- بعد 390]
",66,death,390,Fatimid
"### $ 1897 - «بقرة يونس» [- 390]
",66,death,390,Fatimid
"### $ 1982 - ابن رهيل البزاز [- 390]
",84,death,390,Fatimid
"### $ 2543 - أبو بكر ابن الترجمان [- 390]
",32,death,390,Fatimid
"### $ 3603 - أبو زرعة الكشي الجرجاني [- 390]
",98,death,390,Fatimid
"### $ 44 - إبراهيم البرقي [- بعد 391]
",27,death,391,Fatimid
"### $ 101 - ابن حارث القرطبي [- 391]
",37,death,391,Fatimid
"### $ 499 - ابن رزيق البغدادي [- 391]
",73,death,391,Fatimid
"### $ 3262 - ابن القاسم المطري [- 391]
",21,death,391,Fatimid
"### $ 1077 - جعفر بن الفرات [308 - 392]
",1925,full,392,Fatimid
"### $ 1515 - أبو محمد الأصيلي الأندلسي [324 - 392]
",282,full,392,Fatimid
"### $ 2078 - القاضي الدقاق [308 - 392]
",89,full,392,Fatimid
"### $ 2635 - ابن المسلمة [312 - 392]
",103,full,392,Fatimid
"### $ 3298 - أبو العباس ابن مزاحم [- 392]
",18,death,392,Fatimid
"### $ 2737 - أبو الحسن الحسني الهمذاني [310 - 393]
",291,full,393,Fatimid
"### $ 1190 - ابن وكيع التنيسي [- 393]
",483,death,393,Fatimid
"### $ 1750 - أبو عبد الله الورشي القرطبي [- 393]
",83,death,393,Fatimid
"### $ 2405 - أبو جعفر ابن مهذب متولي بيت المال [- 393]
",27,death,393,Fatimid
"### $ 201 - ابن سينخت الكاتب [310 - 394]
",136,full,394,Fatimid
"### $ 3511 - ابن برطال قاضي الجماعة القرطبي [299 - 394]
",215,full,394,Fatimid
"### $ 537 - أبو علي الأصبهاني [- 394]
",65,death,394,Fatimid
"### $ 1222/ 2 - الحسين بن أحمد البجلي [- 394]
",63,death,394,Fatimid
"### $ 1679 - ابن الخلاص البجاني [- 394]
",96,death,394,Fatimid
"### $ 1694 - أبو الفرج البغدادي المقرئ [- 394]
",68,death,394,Fatimid
"### $ 1253 - الحسين بن علي بن النعمان [358 - 395]
",2125,full,395,Fatimid
"### $ 1735 - أبو الحسن الإخميمي [351 - 395]
",59,full,395,Fatimid
"### $ 1887 - ابن مندة [311 - 395]
",241,full,395,Fatimid
"### $ 1768 - ابن الوشاء [- 397]
",276,death,397,Fatimid
"### $ 2562 - أبو جعفر ابن مصال [- 397]
",27,death,397,Fatimid
"### $ 617 - أبو العباس النسوي الصوفي [- 398]
",61,death,398,Fatimid
"### $ 1876 - أبو جعفر الجرجاني [- 398]
",47,death,398,Fatimid
"### $ 1782 - أبو مسلم البغدادي الكاتب [305 - 399]
",161,full,399,Fatimid
"### $ 58 - أبو جعفر الحسيني المكي [- 399]
",103,death,399,Fatimid
"### $ 1095 - جنادة الأزدي الهروي ms1054 اللغوي [- 399]
",135,death,399,Fatimid
"### $ 1281 - أبو القاسم الغلبوني الوراق [- بعد 399]
",461,death,399,Fatimid
"### $ 1762 - القلزمي الشاعر [- 399]
",38,death,399,Fatimid
"### $ 1822 - ابن الفحام الرقي [- 399]
",57,death,399,Fatimid
"### $ 3581 - أبو الحسن الإخباري الشاعر [- بعد 399]
",46,death,399,Fatimid
"### $ 1617 - ابن المشكيالي الطليطلي [312 - 400]
",198,full,400,Fatimid
"### $ 2212 - ابن السولة المغربي [336 - 400]
",50,full,400,Fatimid
"### $ 42 - غرس الدولة البويهي [- 400]
",348,death,400,Fatimid
"### $ 351 - ابن سعدون الزاهد [- 400]
",51,death,400,Fatimid
"### $ 370 - أبو مسعود الدمشقي الحافظ [- 400]
",62,death,400,Fatimid
"### $ 1662 - أبو عبد الله المعافري الطليطلي [- بعد 400]
",46,death,400,Fatimid
"### $ 1953 - محمد بن تمام الطليطلي [- 400]
",45,death,400,Fatimid
"### $ 2105 - أبو علي السهواجي [- 400]
",154,death,400,Fatimid
"### $ 2144 - أبو عبد الله التنوخي النحوي [- 400]
",280,death,400,Fatimid
"### $ 2791 - ابن العداس [- بعد 400]
",78,death,400,Fatimid
"### $ 2956 - محمد بن عمروس، أبو عبد الله، القرطبي [- 400]
",82,death,400,Fatimid
"### $ 2990 - ابن البرلي [- 400]
",34,death,400,Fatimid
"### $ 1068 - جعفر بن حبيب القائد [- 401]
",610,death,401,Fatimid
"### $ 1069 - جعفر بن الحسين بن جوهر القائد [- 401]
",238,death,401,Fatimid
"### $ 1228 - قائد القواد حسين بن جوهر [- 401]
",411,death,401,Fatimid
"### $ 1629 - أبو الحسن ابن رشدين [- 401]
",39,death,401,Fatimid
"### $ 346 - ابن شنظير الطليطلي [352 - 402]
",61,full,402,Fatimid
"### $ 1815 - ابن جميع الصيداوي [305 - 402]
",114,full,402,Fatimid
"### $ 1371 - أبو القاسم ابن خاقان المقرئ [- 402]
",102,death,402,Fatimid
"### $ 2773 - أبو طاهر الأنباري [- 402]
",51,death,402,Fatimid
"### $ 2264 - ابن السري القرطبي [- 403]
",104,death,403,Fatimid
"### $ 255 - ابن حصن محتسب دمشق [- 404]
",213,death,404,Fatimid
"### $ 2140 - عم الوزير ابن المغربي [- 404]
",78,death,404,Fatimid
"### $ 2231 - أبو بكر الرباطي القاضي [- بعد 404]
",32,death,404,Fatimid
"### $ 1776 - أبو بكر ابن أبي الحديد [309 - 405]
",184,full,405,Fatimid
"### $ 1717 - أبو بكر ابن فرج القرطبي [322 - 406]
",85,full,406,Fatimid
"### $ 2858 - أبو بكر التنيسي الحذاء [317 - 406]
",81,full,406,Fatimid
"### $ 1907 - ابن نزال قائد الجيوش [- بعد 406]
",135,death,406,Fatimid
"### $ 2360 - محمد بن صالح الصواف [- 406]
",18,death,406,Fatimid
"### $ 2656 - أبو الحسن النصيبي قاضي الكرخ [- 406]
",120,death,406,Fatimid
"### $ 3064 - أبو بكر الآدمي [- 406]
",16,death,406,Fatimid
"### $ 1734 - ابن شاكر القطان [- 407]
",50,death,407,Fatimid
"### $ 1814 - القطان المؤدب [- 407]
",66,death,407,Fatimid
"### $ 1901 - محمد بن باديس الصنهاجي [- 407]
",77,death,407,Fatimid
"### $ 2155 - القاضي أبو عمر البسطامي [- 407]
",45,death,407,Fatimid
"### $ 1993 - أبو الفضل الخزاعي المقرئ [- 408]
",273,death,408,Fatimid
"### $ 1182 - الأخرم الفرغاني [- 409]
",137,death,409,Fatimid
"### $ 2249 - ابن ذكوان التنيسي [- 409]
",50,death,409,Fatimid
"### $ 846 - أنوش الدرزي [- بعد 410]
",685,death,410,Fatimid
"### $ 1087 - تاج الدولة الكلبي [- بعد 410]
",148,death,410,Fatimid
"### $ 1277 - حمزة ابن اللباد «هادي المستجيبين» [- 410] (1)
",585,death,410,Fatimid
"### $ 1247 - ابن دواس الكتامي [- 411]
",552,death,411,Fatimid
"### $ 654 - أبو سعد الماليني (طاوس الفقراء) [- 412]
",154,death,412,Fatimid
"### $ 1591 - أبو بكر الصقلي الصوفي [- بعد 412]
",98,death,412,Fatimid
"### $ 1998 - القزاز النحوي [- 412]
",310,death,412,Fatimid
"### $ 2617 - صريع الدلاء (وقتيل الغواشي) [- 412]
",390,death,412,Fatimid
"### $ 2914 - أبو الفرج الحطاب الصوفي [- 412]
",53,death,412,Fatimid
"### $ 464 - ابن أبي عصمة [- 413]
",57,death,413,Fatimid
"### $ 2199 - ابن خزيمة الدباغ [- 414]
",19,death,414,Fatimid
"### $ 1691 - أبو عبد الله التميمي الخطيب [332 - 415]
",64,full,415,Fatimid
"### $ 1432 - عباس بن شعيب العبيدي [- 415]
",31,death,415,Fatimid
"### $ 2283 - محمد بن سفيان القيرواني [- 415]
",122,death,415,Fatimid
"### $ 2401 - محمد بن عبد الرحمن الخلقاني المقرئ [- 415]
",22,death,415,Fatimid
"### $ 3222 - ابن أبي صادق [- 415]
",47,death,415,Fatimid
"### $ 3505 - ابن الحذاء الأندلسي المعبر [345 - 416]
",363,full,416,Fatimid
"### $ 457 - ابن الحطاب القرطبي [- 416]
",42,death,416,Fatimid
"### $ 2179 - ابن حمويه الوراق [- 416]
",15,death,416,Fatimid
"### $ 2442 - محمد بن عبد الرحمن الأزدي [- 416]
",69,death,416,Fatimid
"### $ 94 - أبو إسحاق ابن حنزابة [- 417]
",40,death,417,Fatimid
"### $ 1803 - أبو الطيب الغلبوني [- قبل 417]
",40,death,417,Fatimid
"### $ 2937 - ابن الفخار القرطبي ms2730 [- 417]
",218,death,417,Fatimid
"### $ 3014 - أبو بكر الأطروش الرشيدي [- بعد 417]
",37,death,417,Fatimid
"### $ 584 - ابن أبي العوام قاضي القضاة [349 - 418]
",691,full,418,Fatimid
"### $ 1246 - الوزير المغربي [370 - 418]
",5038,full,418,Fatimid
"### $ 2257 - محمد بن سعيد القرطبي [352 - بعد 418]
",45,full,418,Fatimid
"### $ 625 - أبو الحسن بن مرزوق الأنماطي [- 418]
",76,death,418,Fatimid
"### $ 1715 - الصرائري التونسي [- 418]
",223,death,418,Fatimid
"### $ 1690 - [ابن] أبي العرب التميمي [337 - 419]
",121,full,419,Fatimid
"### $ 446 - أبو الفتح الفخري الشاعر [- قبل 419]
",146,death,419,Fatimid
"### $ 2632 - المسبحي صاحب أخبار مصر [366 - 420]
",452,full,420,Fatimid
"### $ 200 - أبو إسحاق البيضاوي [- بعد 420]
",33,death,420,Fatimid
"### $ 311 - أبو إسحاق الحنائي [- 420]
",82,death,420,Fatimid
"### $ 293 - أبو إسماعيل ابن عبدون [- 421]
",30,death,421,Fatimid
"### $ 209 - ابن رقارق [- 422]
",18,death,422,Fatimid
"### $ 3340 - ابن معقل البغدادي [- بعد 422]
",32,death,422,Fatimid
"### $ 3580 - أبو عبد الرحمن الأعرج القطان [- 422]
",128,death,422,Fatimid
"### $ 2313 - أبو سالم [الخولاني] الحزمي الظاهري [- بعد 423]
",73,death,423,Fatimid
"### $ 1665 - القاضي أبو الحسن التمار [- 424]
",31,death,424,Fatimid
"### $ 657 - أبو بكر البرقاني [336 - 425]
",294,full,425,Fatimid
"### $ 304 - الرقيق القيرواني [- 425]
",381,death,425,Fatimid
"### $ 1996 - ابن المارستاني [354 - 427]
",77,full,427,Fatimid
"### $ 2477 - ابن عبد السميع خطيب جامع عمرو [352 - 427]
",89,full,427,Fatimid
"### $ 2708 - أبو الحسين العثماني [427 - ]
",69,birth,427,Fatimid
"### $ 527 - أبو جعفر القيرواني المقرئ [- 427]
",25,death,427,Fatimid
"### $ 1616 - أبو بكر الأردستاني [- 427]
",142,death,427,Fatimid
"### $ 2083 - ابن عين الغزال [- 427]
",99,death,427,Fatimid
"### $ 1702 - ابن مأمون القيسي [- 428]
",132,death,428,Fatimid
"### $ 2924 - أبو الحسين الحسيني النسابة [- بعد 428]
",48,death,428,Fatimid
"### $ 3037 - محمد بن القاسم القروي [- 428]
",33,death,428,Fatimid
"### $ 579 - أبو عمر الطلمنكي المقرئ [340 - 429]
",252,full,429,Fatimid
"### $ 757 - ابن راشد الحداد المقرئ [- 429]
",52,death,429,Fatimid
"### $ 2735 - محمد بن علي الأغلبي [- بعد 429]
",18,death,429,Fatimid
"### $ 2969 - أبو عمران الفاسي [- 429]
",35,death,429,Fatimid
"### $ 3259 - ابن أبي ذر النيسابوري [- 429]
",60,death,429,Fatimid
"### $ 761 - ابن النحاس المصري [354 - 430]
",21,full,430,Fatimid
"### $ 3342 - ابن المغلس البغدادي الظاهري [352 - 430]
",100,full,430,Fatimid
"### $ 1176 - أبو الفتوح الحسني [- 430]
",684,death,430,Fatimid
"### $ 2151 - أبو خازم ابن الفراء [- 430]
",105,death,430,Fatimid
"### $ 1991 - ابن أبي الذكر الطحان [358 - 431]
",107,full,431,Fatimid
"### $ 3028 - ابن نظيف الفراء [341 - 431]
",547,full,431,Fatimid
"### $ 1148 - الحسن بن بقاء ابن الخشاب [- 431]
",63,death,431,Fatimid
"### $ 1736 - أبو الحسن الجواليقي [- 431]
",53,death,431,Fatimid
"### $ 2176 - ابن الإفرنجي [- 431]
",25,death,431,Fatimid
"### $ 2346 - أبو الحسن ابن شريح [- 431]
",30,death,431,Fatimid
"### $ 2639 - أبو الحسين البغدادي [- 431]
",44,death,431,Fatimid
"### $ 88 - الأقليشي المقرئ [- 432]
",61,death,432,Fatimid
"### $ 2338 - أبو بكر ابن شاذي الإسفهسلار [- بعد 432]
",76,death,432,Fatimid
"### $ 2989 - محمد بن عيسى السعدي [- 432]
",12,death,432,Fatimid
"### $ 1744 - ابن شريعة الباجي [356 - 433]
",177,full,433,Fatimid
"### $ 2832 - أبو سهل الهروي [372 - 433]
",64,full,433,Fatimid
"### $ 845 - أنوشتكين الدزبري [- 433]
",1114,death,433,Fatimid
"### $ 1279 - ابن أبي الجن الحسيني [369 - 434]
",395,full,434,Fatimid
"### $ 2147 - أبو الفتح قطيط [355 - 434]
",82,full,434,Fatimid
"### $ 2616 - أبو البركات الزبيري [347 - 434]
",108,full,434,Fatimid
"### $ 2504 - ابن المغازلي [- 434]
",49,death,434,Fatimid
"### $ 2589 - الشريف أبو القاسم المعافري [- 434]
",21,death,434,Fatimid
"### $ 1986 - أبو ms2333 بكر الميماسي [- 435]
",105,death,435,Fatimid
"### $ 2813 - ابن طلحة الأصبهاني [- بعد 435]
",85,death,435,Fatimid
"### $ 3153 - شيخ الشرف [338 - 436]
",170,full,436,Fatimid
"### $ 2795 - ابن الفرج الخطيب [- 436]
",16,death,436,Fatimid
"### $ 2983 - محمد بن عيسى الفراء الصيرفي [- 436]
",82,death,436,Fatimid
"### $ 1211 - أبو علي البغدادي المقرئ [- 438]
",98,death,438,Fatimid
"### $ 1271 - أبو البركات ابن أبي عرابة [- 438]
",13,death,438,Fatimid
"### $ 1489 - أبو النهد ابن بشرى الواعظ [- 438]
",17,death,438,Fatimid
"### $ 3377 - أبو النجيب المراغي [- بعد 438]
",59,death,438,Fatimid
"### $ 691 - أبو نصر المنازي الكاتب [- 439]
",672,death,439,Fatimid
"### $ 2101 - أبو عد الله الشيرازي المقرئ [- 439]
",21,death,439,Fatimid
"### $ 1833 - أبو الفتح الصواف [374 - 440]
",73,full,440,Fatimid
"### $ 297 - أبو نصر التستري [- 440]
",245,death,440,Fatimid
"### $ 447 - ابن أبي الربيع الأندلسي المقرئ [- قبل 440]
",46,death,440,Fatimid
"### $ 2145 - الكارزيني المقرئ [- بعد 440]
",105,death,440,Fatimid
"### $ 661 - الحافظ أبو الحسن العتيقي [367 - 441]
",316,full,441,Fatimid
"### $ 2771 - الحافظ أبو عبد الله الصوري [377 - 441]
",331,full,441,Fatimid
"### $ 1430 - عباس بن جعفر بن الفرات [- 441]
",23,death,441,Fatimid
"### $ 1800 - أبو الفضل السعدي القاضي [- 441]
",97,death,441,Fatimid
"### $ 2829 - ابن العلاف [- 442]
",60,death,442,Fatimid
"### $ 1879 - أبو سعيد العميدي النحوي [- 443]
",151,death,443,Fatimid
"### $ 2812 - أبو الحسن الحارثي البصري الشافعي [- 443]
",55,death,443,Fatimid
"### $ 1529 - أبو نصر السجزي [- 444]
",58,death,444,Fatimid
"### $ 2688 - أبو صالح السمرقندي [- 444]
",127,death,444,Fatimid
"### $ 3040 - ابن أبي رؤبة البوبشتري [- بعد 444]
",33,death,444,Fatimid
"### $ 189 - أبو إسحاق الجنائزي [- 445]
",19,death,445,Fatimid
"### $ 529 - تاج الأئمة المقرئ [- 445]
",97,death,445,Fatimid
"### $ 754 - الحافظ أبو سعد السمان [- 445]
",168,death,445,Fatimid
"### $ 102 - أبو ms0089 إسحاق الصواف [- 446]
",22,death,446,Fatimid
"### $ 656 - أبو الفضل الأستوائي [- 446]
",58,death,446,Fatimid
"### $ 2188 - ابن حيدرة الكتبي [447 - ]
",45,birth,447,Fatimid
"### $ 175 - أبو إسحاق الحوفي [- بعد 447]
",46,death,447,Fatimid
"### $ 412 - أبو الفتح ابن باشاذ الواعظ [- 447]
",63,death,447,Fatimid
"### $ 2786 - أبو الحسين ابن عتيق الوكيل [- بعد 447]
",78,death,447,Fatimid
"### $ 2877 - القرقوبي [- 447]
",23,death,447,Fatimid
"### $ 3060 - أبو الحسن العبيدي [- 447]
",53,death,447,Fatimid
"### $ 3269 - أبو جعفر الحسيني [- 447]
",27,death,447,Fatimid
"### $ 1480 - أبو محمد ابن الوليد الأندلسي [360 - 448]
",24,full,448,Fatimid
"### $ 2149 - ابن الطفال المقرئ [359 - 448]
",104,full,448,Fatimid
"### $ 2152 - أبو الطاهر السعدوني [367 - 448]
",86,full,448,Fatimid
"### $ 2117 - ابن بقا حفيد الحافظ عبد الغني [- 448]
",131,death,448,Fatimid
"### $ 2139 - أبو الحسين الغزي المقرئ الصوفي [- 448]
",89,death,448,Fatimid
"### $ 2186 - أبو البركات ابن قائد [- بعد 448]
",132,death,448,Fatimid
"### $ 1188 - اليازوري [- 450]
",9727,death,450,Fatimid
"### $ 2062 - أبو بكر الرازي الأندلسي [- بعد 450]
",66,death,450,Fatimid
"### $ 2876 - أبو منصور الشيرازي التاجر [- 450]
",140,death,450,Fatimid
"### $ 3011 - محمد بن الفرج الطليطلي الصواف [- بعد 450]
",117,death,450,Fatimid
"### $ 3557 - محمد بن يحيى التنيسي المقرئ، أبو عبد الله [- بعد 450]
",27,death,450,Fatimid
"### $ 355 - ابن فتحون قاضي إقليش [- 451]
",61,death,451,Fatimid
"### $ 511 - الماهر الموازيني [- 452]
",332,death,452,Fatimid
"### $ 1179 - أبو محمد ناصر الدولة الحمداني [- 452]
",780,death,452,Fatimid
"### $ 1198 - الأمير ابن ملهم العقيلي [- بعد 452]
",347,death,452,Fatimid
"### $ 1792 - أبو عبد الله القزويني المقرئ [- 452]
",129,death,452,Fatimid
"### $ 440 - ابن نفيس المقرئ [- 453]
",113,death,453,Fatimid
"### $ 231 - الشريف مستخص الدولة الحسيني [394 - 454]
",214,full,454,Fatimid
"### $ 461 - الوزير علم الدين الفارقي [- بعد 454]
",178,death,454,Fatimid
"### $ 556 - العبيدلي الحسيني المحدث [- 454]
",53,death,454,Fatimid
"### $ 1045 - ثمال بن صالح بن مرداس [- 454]
",870,death,454,Fatimid
"### $ 2328 - القاضي القضاعي [- 454]
",549,death,454,Fatimid
"### $ 1590 - ابن شق الليل الطليطلي [380 - 455]
",150,full,455,Fatimid
"### $ 2615 - أبو الفضل الدارمي البغدادي [388 - 455]
",53,full,455,Fatimid
"### $ 2615 - أبو الفضل الدارمي البغدادي [388 - 455]
",130,full,455,Fatimid
"### $ 749 - إسماعيل بن خلف الأندلسي [- 455]
",67,death,455,Fatimid
"### $ 1318 - الأمير المؤيد [- بعد 455]
",57,death,455,Fatimid
"### $ 1372 - أبو القاسم الحوفي [- 455]
",28,death,455,Fatimid
"### $ 2705 - أبو الحسين الدقاق [- بعد 455]
",32,death,455,Fatimid
"### $ 1812 - ابن النرسي [367 - 456]
",80,full,456,Fatimid
"### $ 1143 - علم الكفاة التستري [- بعد 456]
",78,death,456,Fatimid
"### $ 1259 - أبو البركات الجرجرائي [- بعد 456]
",155,death,456,Fatimid
"### $ 2811 - المطرز الدمشقي النحوي [- 456]
",63,death,456,Fatimid
"### $ 1196 - الوزير علم الدين الماشلي [- بعد 457]
",67,death,457,Fatimid
"### $ 2443 - ابن مرشد المريي المقرئ [458 - ]
",32,birth,458,Fatimid
"### $ 2020 - ابن أبي حامد التنيسي [- 458]
",74,death,458,Fatimid
"### $ 487 - الأسعد الركابي [- بعد 459]
",101,death,459,Fatimid
"### $ 2023 - ابن شماخ الغافقي القاضي [- 459]
",67,death,459,Fatimid
"### $ 1105 - جوهر [بن سكوم] الجدالي (مؤسس دولة المرابطين) [- قبل 460]
",655,death,460,Fatimid
"### $ 1816 - الشلانجردي المقرئ [- 460]
",51,death,460,Fatimid
"### $ 2821 - القاضي أبو العيش الطرابلسي [- 460]
",85,death,460,Fatimid
"### $ 3356 - أبو الحسين ابن مكي الأزدي المحدث [384 - 461]
",105,full,461,Fatimid
"### $ 485 - قاضي القضاة الفارقي [- بعد 461]
",275,death,461,Fatimid
"### $ 2069 - ابن اليازوري [- بعد 461]
",240,death,461,Fatimid
"### $ 1486 - أبو محمد التنيسي [404 - 462]
",34,full,462,Fatimid
"### $ 436 - أبو الحسن العرقي النحوي [462 - ] (4)
",86,birth,462,Fatimid
"### $ 115 - ابن صولة البغدادي [- 462]
",111,death,462,Fatimid
"### $ 2927 - محمد بن عمر الأندلسي المعلم [- بعد 462]
",42,death,462,Fatimid
"### $ 3223 - أبو الغنائم ابن الغراء [- 462]
",77,death,462,Fatimid
"### $ 2614 - أبو عامر المريي [463 - ]
",93,birth,463,Fatimid
"### $ 2614 - أبو عامر المربي [463 - ]
",93,birth,463,Fatimid
"### $ 420 - أبو نصر الشيرازي [- بعد 463]
",45,death,463,Fatimid
"### $ 2106 - أبو عبد الله الفهري الشاعر [390 - 464]
",96,full,464,Fatimid
"### $ 1231 - سلطان الجيوش الحمداني [- 465]
",1211,death,465,Fatimid
"### $ 737 - وزير الوزراء [- 466]
",120,death,466,Fatimid
"### $ 1026 - تركان شاه بن بلدكوش [- بعد 466]
",98,death,466,Fatimid
"### $ 1210 - الوزير ابن أبي كدينة [- 466]
",347,death,466,Fatimid
"### $ 1656 - أبو بكر الأصبهاني [- 466]
",43,death,466,Fatimid
"### $ 3209 - الوزير ms2851 أبو شجاع الواسطي [- 466]
",355,death,466,Fatimid
"### $ 2098 - أبو الفتح الأسدآبادي الصوفي [400 - 467]
",74,full,467,Fatimid
"### $ 167 - ابن شكر الحامي الواعظ [- 467]
",89,death,467,Fatimid
"### $ 1209 - غلام الهراس [374 - 468]
",307,full,468,Fatimid
"### $ 2113 - أبو منصور الحميري القاضي [408 - 468]
",125,full,468,Fatimid
"### $ 524 - الشريف النصيبي قاضي دمشق [- 468]
",130,death,468,Fatimid
"### $ 2867 - ابن العروق الصقلي [404 - 469]
",30,full,469,Fatimid
"### $ 253 - أبو إسحاق الأشبوني [469 - ]
",63,birth,469,Fatimid
"### $ 3634 - كنز الدولة [- 469]
",25,death,469,Fatimid
"### $ 2494 - أبو عبد الله القروي الزاهد [- 470]
",25,death,470,Fatimid
