header,w_length,date_type,date,label
"### $ 2474 - ابن حمود الجزولي [580 - ]
",34,birth,580,Ayyubid
"### $ 3075 - ابن رشيق المصري، المالكي [- 580]
",25,death,580,Ayyubid
"### $ 783 - ابن عوف المالكي [485 - 581]
",142,full,581,Ayyubid
"### $ 1533 - ابن الدهان [552 - 581]
",410,full,581,Ayyubid
"### $ 3395 - ابن طلائع الطاهري [581 - ]
",37,birth,581,Ayyubid
"### $ 310 - فخر الدولة الأسواني [- 581]
",106,death,581,Ayyubid
"### $ 1519 - ابن بري محشي الصحاح [499 - 582]
",928,full,582,Ayyubid
"### $ 2787 - ابن عثمان القاضي الأسعد [541 - 582]
",58,full,582,Ayyubid
"### $ 3303 - ابن برتقش النجمي [583 - ]
",36,birth,583,Ayyubid
"### $ 711 - أسامة بن منقذ [488 - 584]
",1745,full,584,Ayyubid
"### $ 2440 - تاج الدين البنجديهي [522 - 584] (3) (شارح المقامات)
",562,full,584,Ayyubid
"### $ 271 - أبو إسحاق الحرستاني [- بعد 584]
",50,death,584,Ayyubid
"### $ 1317 - القاضي النفيس السراج القوصي [- 584]
",648,death,584,Ayyubid
"### $ 1242 - الحسين ابن رواحة الحموي [515 - 585]
",574,full,585,Ayyubid
"### $ 2501 - أبو عبد الله التلمساني [- 585]
",51,death,585,Ayyubid
"### $ 3100 - أبو حامد الشهرزوري قاضي القضاة [517 - 586]
",437,full,586,Ayyubid
"### $ 1261 - أبو علي المجاور [- 586]
",31,death,586,Ayyubid
"### $ 3294 - النجم الخبوشاني الصوفي [510 - 587]
",705,full,587,Ayyubid
"### $ 3536 - ابن النفري السعدي المالكي [587 - ]
",49,birth,587,Ayyubid
"### $ 752 - الموفق ابن المطران الطبيب [- 587]
",348,death,587,Ayyubid
"### $ 2646 - نظام الدين الديباجي [- بعد 587]
",40,death,587,Ayyubid
"### $ 2819 - أبو بكر البلنسي [519 - 588]
",115,full,588,Ayyubid
"### $ 1212 - ابن كاسيبويه الكاتب [- 588]
",473,death,588,Ayyubid
"### $ 1351 - ابن القيسراني الكاتب [- 588]
",1168,death,588,Ayyubid
"### $ 3010 - كاسات السرقسطي [- 588]
",86,death,588,Ayyubid
"### $ 54 - أبو إسحاق العباسي إمام مسجد الزبير [515 - 589]
",106,full,589,Ayyubid
"### $ 2157 - الرشيد ابن ريحانة الواعظ [513 - 589]
",84,full,589,Ayyubid
"### $ 2441 - محمد بن عبد الرحمن العلائي الصقلي [514 - 589]
",127,full,589,Ayyubid
"### $ 2542 - أبو الحسن ابن المجلي [512 - 589]
",103,full,589,Ayyubid
"### $ 3254 - البهاء القرشي الدمشقي [589 - ]
",61,birth,589,Ayyubid
"### $ 392 - ابن الحبيش البلنسي [- 590]
",144,death,590,Ayyubid
"### $ 2758 - أبو شجاع البغدادي الدهان [- 590]
",182,death,590,Ayyubid
"### $ 3587 - أبو عبد الله الحموي الشافعي [- بعد 590]
",29,death,590,Ayyubid
"### $ 2984 - محمد بن عيسى الصنهاجي [591 - ]
",37,birth,591,Ayyubid
"### $ 636 - ابن زين التجار [- 591]
",42,death,591,Ayyubid
"### $ 1222/ 3 - الحسين بن أحمد اليزدي [- 591]
",47,death,591,Ayyubid
"### $ 2884 - ابن البناء المقرئ [- 591]
",90,death,591,Ayyubid
"### $ 1082 - القاضي ابن سناء الملك [525 - 592]
",35,full,592,Ayyubid
"### $ 1547 - القاضي أبو محمد المخزومي [549 - 592]
",44,full,592,Ayyubid
"### $ 2618 - أبو الفضل ابن الأزرق [536 - 592]
",69,full,592,Ayyubid
"### $ 1854 - العبدري البلنسي [519 - 593]
",80,full,593,Ayyubid
"### $ 1323 - خاص ترك السفياني [- 593]
",14,death,593,Ayyubid
"### $ 1410 - طغتكين بن أيوب [- 593]
",120,death,593,Ayyubid
"### $ 2592 - الأمير بدر الدين الكردي الحاجب [- 593] محمد بن عبد الله
",11,death,593,Ayyubid
"### $ 2607 - اللبني القاضي المالكي [509 - 594]
",271,full,594,Ayyubid
"### $ 2162 - سديد الدين ابن حماد [594 - ] (2)
",30,birth,594,Ayyubid
"### $ 3003 - أبو المفاخر الواسطي المقرئ [- 594]
",99,death,594,Ayyubid
"### $ 3307 - ابن العجمي الموصلي الصوفي [595 - ]
",51,birth,595,Ayyubid
"### $ 2286 - محمد بن سلطان الخطابي المقرئ [- بعد 595]
",104,death,595,Ayyubid
"### $ 2659 - ابن أبي عمر [- 595]
",61,death,595,Ayyubid
"### $ 383 - فخر الدين العراقي الخطيب [510 - 596]
",300,full,596,Ayyubid
"### $ 516 - أبو جعفر الفنكي القرطبي [528 - 596]
",282,full,596,Ayyubid
"### $ 1610 - ابن رفاعة القوصي [540 - 596]
",45,full,596,Ayyubid
"### $ 3236 - الشهاب الطوسي [522 - 596]
",313,full,596,Ayyubid
"### $ 3258 - الأثير ابن بنان [507 - 596]
",693,full,596,Ayyubid
"### $ 2698 - نبيه الدين ابن سوار [596 - ]
",38,birth,596,Ayyubid
"### $ 1199 - أبو البدر ابن المعمر الإسكافي [- 596]
",110,death,596,Ayyubid
"### $ 2741 - أبو بكر التجيبي الإشبيلي [- 596]
",76,death,596,Ayyubid
"### $ 3266 - العماد الأصفهاني [519 - 597]
",1537,full,597,Ayyubid
"### $ 2796 - أبو عبد الله الإربلي الصوفي [597 - ]
",28,birth,597,Ayyubid
"### $ 381 - ابن مزيبل المقرئ الضرير [- 597]
",89,death,597,Ayyubid
"### $ 1839 - ابن مرزوق السبتي [- 597]
",56,death,597,Ayyubid
"### $ 1276 - أبو الثناء الفضيلي [511 - 598]
",135,full,598,Ayyubid
"### $ 1491 - الحافظ ابن بصيلة [552 - 598]
",133,full,598,Ayyubid
"### $ 1893 - الجواني نسابة بغداد [525 - 598]
",554,full,598,Ayyubid
"### $ 2824 - قاضي القضاة ابن الزكي [550 - 598]
",521,full,598,Ayyubid
"### $ 3193 - الكركنتي [507 - 598]
",126,full,598,Ayyubid
"### $ 248 - أبو إسحاق الجزري [- 598]
",112,death,598,Ayyubid
"### $ 1824 - المؤيد التكريتي [502 - 599]
",118,full,599,Ayyubid
"### $ 3466 - تاج الدين ابن صدقة الحموي [546 - 599]
",281,full,599,Ayyubid
"### $ 3598 - الشهاب الغزنوي الحنفي المقرئ [522 - 599]
",217,full,599,Ayyubid
"### $ 760 - ابن الزيات المصري [- 599]
",43,death,599,Ayyubid
"### $ 2517 - ابن البوري [- 599]
",44,death,599,Ayyubid
"### $ 1461 - شمس الدولة ابن منقذ [523 - 600]
",250,full,600,Ayyubid
"### $ 3478 - أبو منصور المسكي العاقولي [520 - 600]
",59,full,600,Ayyubid
"### $ 3516 - أبو الكرم المخزومي المصري [548 - 600]
",42,full,600,Ayyubid
"### $ 1952 - محمد شاه بن ترنشاه [600 - ]
",98,birth,600,Ayyubid
"### $ 1053/ 2 - جبريل بن جميل الحنفي [- 600]
",38,death,600,Ayyubid
"### $ 2141 - الشريف أبو الدلالات [- 600]
",83,death,600,Ayyubid
"### $ 3584 - ضياء الدين الآملي المقرئ [- 600]
",113,death,600,Ayyubid
"### $ 491 - بدر الدين السلمي الشاعر [541 - 601]
",89,full,601,Ayyubid
"### $ 2169 - ابن حمد الأرتاحي [507 - 601]
",151,full,601,Ayyubid
"### $ 264 - ابن الراعي [- 601]
",52,death,601,Ayyubid
"### $ 3611 - أبو الفتح العليمي المقرئ [- 601]
",34,death,601,Ayyubid
"### $ 2554 - أبو بكر ابن أبي زمنين الإلبيري [533 - 602]
",126,full,602,Ayyubid
"### $ 2599 - ابن الأقلامي [602 - ]
",48,birth,602,Ayyubid
"### $ 1051 - جامع بن باقي الأندلسي [- 602]
",50,death,602,Ayyubid
"### $ 2648 - محمد بن عتيق القرشي [- بعد 602]
",20,death,602,Ayyubid
"### $ 3232 - ابن الخراز [- 602]
",39,death,602,Ayyubid
"### $ 2259 - نجم الدين المأموني الصوفي المقرئ [546 - 603]
",177,full,603,Ayyubid
"### $ 2486 - أبو عبد الله الواسطي المقرئ [543 - بعد 603]
",57,full,603,Ayyubid
"### $ 472 - النفيس القطرسي [- 603]
",286,death,603,Ayyubid
"### $ 1999 - محمد بن جعفر الصنهاجي [- 603]
",46,death,603,Ayyubid
"### $ 3048 - محمد بن القاسم الفاسي [- 603]
",132,death,603,Ayyubid
"### $ 1987 - ابن أبي الغنائم الحلبي [604 - ]
",85,birth,604,Ayyubid
"### $ 2394 - محمد بن عبد الرحمن الربعي [604 - ]
",40,birth,604,Ayyubid
"### $ 109 - ابن صاحب الصلاة المالقي [- بعد 604]
",99,death,604,Ayyubid
"### $ 309 - أبو إسحاق البغدادي البزاز [- 604]
",130,death,604,Ayyubid
"### $ 2059 - الكهف ابن طغان [- 604]
",61,death,604,Ayyubid
"### $ 2074 - أبو الحسن السلفي المالقي [- 604]
",81,death,604,Ayyubid
"### $ 2497 - الجباب الأغلبي [522 - 605]
",154,full,605,Ayyubid
"### $ 1513 - ابن الفقيه نصر [605 - ] (3*)
",135,birth,605,Ayyubid
"### $ 756 - ابن شبيب الرومي العطار [551 - 606]
",44,full,606,Ayyubid
"### $ 2976 - محمد بن عيسى اللخمي الإسكندراني [606 - ]
",58,birth,606,Ayyubid
"### $ 742 - ابن مماتي [- 606]
",528,death,606,Ayyubid
"### $ 3306 - ابن عمار المخزومي [- 606]
",32,death,606,Ayyubid
"### $ 1838 - أبو عمر ابن قدامة الحنبلي [528 - 607]
",359,full,607,Ayyubid
"### $ 233 - برهان الدين الغزولي [607 - ]
",98,birth,607,Ayyubid
"### $ 3558 - أبو عبد الله الشقراطسي [- 607]
",39,death,607,Ayyubid
"### $ 2823 - ابن وراز النفطي [536 - 608]
",50,full,608,Ayyubid
"### $ 2948 - محمد بن عمرو المخزومي [533 - 608]
",54,full,608,Ayyubid
"### $ 375 - ابن شاكلة [الكانمي] الأسواني [- 608]
",48,death,608,Ayyubid
"### $ 920 - برغش العادلي [- 608]
",29,death,608,Ayyubid
"### $ 2492 - ابن العجمي الحلبي [609 - ]
",84,birth,609,Ayyubid
"### $ 2510 - أبو الفضائل الربعي [609 - ]
",36,birth,609,Ayyubid
"### $ 341 - ابن هراوة القفصي [- 609]
",66,death,609,Ayyubid
"### $ 2094 - ابن صاحب الصلاة المالقي [- 609]
",52,death,609,Ayyubid
"### $ 766 - القاضي علم الدين الصويتي [549 - 610]
",206,full,610,Ayyubid
"### $ 715 - ابن مراجل [610 - ]
",156,birth,610,Ayyubid
"### $ 1921 - أبو عبد الله الرازي الدمشقي [610 - ]
",57,birth,610,Ayyubid
"### $ 2445 - أبو البركات ابن قادوس [610 - ]
",32,birth,610,Ayyubid
"### $ 364 - ابن حصين الحضرمي [- 610]
",43,death,610,Ayyubid
"### $ 2429 - أبو عبد الله الإشبيلي [المقرئ نزيل تلمسان] [- 610]
",80,death,610,Ayyubid
"### $ 2850 - ابن مهران القرميسيني [- 610]
",109,death,610,Ayyubid
"### $ 3000 - رضي الدين المحلي [- 610]
",20,death,610,Ayyubid
"### $ 2528 - ابن المنجم [537 - 611]
",61,full,611,Ayyubid
"### $ 3104 - أبو ms2802 عبد الله العاقد [526 - 611]
",78,full,611,Ayyubid
"### $ 2666 - محمد بن عثمان الربعي [611 - ]
",44,birth,611,Ayyubid
"### $ 2239 - الدربندي الصوفي [- 611]
",59,death,611,Ayyubid
"### $ 2084 - التقي اللرستاني الصوفي [519 - 612]
",81,full,612,Ayyubid
"### $ 2577 - ابن البناء البغدادي الزاهد [536 - 612]
",202,full,612,Ayyubid
"### $ 2716 - محيي الدين الشقاني [567 - 612]
",151,full,612,Ayyubid
"### $ 2798 - الكمال ابن الجلاجلي البغدادي [541 - 612]
",130,full,612,Ayyubid
"### $ 3326 - الجلال ابن السيوري [612 - ]
",119,birth,612,Ayyubid
"### $ 279 - سديد الدين ابن سماقة الأسعردي [- 612]
",119,death,612,Ayyubid
"### $ 1603 - الأصولي البجائي [- 612]
",101,death,612,Ayyubid
"### $ 2315 - ابن أبي منصور البغدادي [- 612]
",36,death,612,Ayyubid
"### $ 717 م- أبو طاهر ابن درباس [569 - 613] (5)
",56,full,613,Ayyubid
"### $ 767 - نبيه الدين الأنصاري الكاتب [533 - 613]
",68,full,613,Ayyubid
"### $ 1059 - أبو الفضل الوراق النحوي [575 - 613]
",35,full,613,Ayyubid
"### $ 2095 - ابن القطان المقدسي [537 - 613]
",195,full,613,Ayyubid
"### $ 2703 - أبو السعادات ابن الناقد البغدادي [544 - 613]
",96,full,613,Ayyubid
"### $ 1751 - زين الدين ابن الإخوة [613 - ]
",23,birth,613,Ayyubid
"### $ 2709 - الأمير شهاب الدين العقيلي [613 - ]
",34,birth,613,Ayyubid
"### $ 207 - نصير الدين القصار [- 613]
",50,death,613,Ayyubid
"### $ 2909 - الجمال فضل الكاتب [- 613]
",35,death,613,Ayyubid
"### $ 1692 - ابن جبير صاحب الرحلة [540 - 614]
",153,full,614,Ayyubid
"### $ 1722 - ركن الدين ابن حمويه [541 - 614]
",90,full,614,Ayyubid
"### $ 3585 - ابن الأبيض الحنفي [560 - 614]
",243,full,614,Ayyubid
"### $ 288 - أبو إسحاق الطحان [614 - ]
",53,birth,614,Ayyubid
"### $ 2357 - أبو الوليد الموصلي الواعظ الحنفي [- 614]
",35,death,614,Ayyubid
"### $ 1280 - الأجل الأشرف الكاتب [547 - 615]
",230,full,615,Ayyubid
"### $ 2527 - المكبس [533 - 615]
",31,full,615,Ayyubid
"### $ 1648 - أبو عبد الله المروزي [615 - ]
",30,birth,615,Ayyubid
"### $ 428 - ابن كريم الملك المزدقاني [- 615]
",190,death,615,Ayyubid
"### $ 595 - أبو العباس الرأس [- 615]
",47,death,615,Ayyubid
"### $ 1134 - حسام القوال [- بعد 615]
",165,death,615,Ayyubid
"### $ 1561/ 13 - ابن بندار التبريزي [- 615]
",95,death,615,Ayyubid
"### $ 1628 - الشهاب ابن الجاموس [- 615]
",71,death,615,Ayyubid
"### $ 640 - أبو العباس الحرار الأندلسي [- 616]
",2879,death,616,Ayyubid
"### $ 900 - بارزطغاي الغزي [- 616]
",52,death,616,Ayyubid
"### $ 1168 - أبو علي التونسي الطويل [- 616]
",58,death,616,Ayyubid
"### $ 1873 - ابن عياش السلاوي [- 616]
",160,death,616,Ayyubid
"### $ 2892 - محمد بن عمر المقدسي القاضي [- 616]
",51,death,616,Ayyubid
"### $ 3247 - ابن أبي حنيفة البغدادي الفرضي [- 616]
",24,death,616,Ayyubid
"### $ 1723 - أبو عبد الله الزهري الإشبيلي [560 - 617]
",142,full,617,Ayyubid
"### $ 2902 - الملك المنصور الأيوبي [567 - 617] (1) صاحب حماة
",455,full,617,Ayyubid
"### $ 2906 - محمد بن عمر الديباجي الدمشقي [567 - 617]
",132,full,617,Ayyubid
"### $ 2910 - الصدر ابن حمويه [543 - 617]
",452,full,617,Ayyubid
"### $ 60 - ابن نصر الله القرشي [617 - ] (6)
",14,birth,617,Ayyubid
"### $ 2135 - وجيه الدين الإسكندري [617 - ]
",24,birth,617,Ayyubid
"### $ 2153 - أبو المعالي الإسكندري [617 - ]
",31,birth,617,Ayyubid
"### $ 2807 - أبو عمر الإشبيلي النحوي [617 - ] (1)
",52,birth,617,Ayyubid
"### $ 3361 - ابن النفيس [617 - ]
",34,birth,617,Ayyubid
"### $ 80 - الفائز الأيوبي [- 617]
",120,death,617,Ayyubid
"### $ 339 - الملك الفائز [- 617]
",112,death,617,Ayyubid
"### $ 488 - أحمد بن المدروز الزنبيل [- 617]
",48,death,617,Ayyubid
"### $ 1180 - الشهاب الربعي [- 617]
",27,death,617,Ayyubid
"### $ 1186 - موفق الدين ابن الديباجي الكاتب [- 617]
",51,death,617,Ayyubid
"### $ 2680 - ابن الدجاجي [- 617]
",93,death,617,Ayyubid
"### $ 2875 - محمد بن علي الخطابي [- بعد 617]
",91,death,617,Ayyubid
"### $ 121 - أبو إسحاق التفليسي [532 - 618]
",47,full,618,Ayyubid
"### $ 539 - نا- أبو الجناب الكبرى الخيوقي [545 - 618] (1)
",189,full,618,Ayyubid
"### $ 2210 - الشهاب الجماعيلي الحنبلي [650 - 618]
",134,full,618,Ayyubid
"### $ 1561/ 11 - القطب [ابن قليلة] الشارعي [618 - ] (3*)
",19,birth,618,Ayyubid
"### $ 2419 - أبو بكر المخزومي [618 - ]
",63,birth,618,Ayyubid
"### $ 2438 - ابن رضوان القوصي [618 - ]
",36,birth,618,Ayyubid
"### $ 230 - القطب المصري [- 618]
",52,death,618,Ayyubid
"### $ 1245 - القاضي سديد الدين المهلبي [- 618]
",60,death,618,Ayyubid
"### $ 2512 - محمد بن عبد العزيز اللخمي [- 618]
",23,death,618,Ayyubid
"### $ 2566 - ابن وقاص الميورقي [- 618]
",60,death,618,Ayyubid
"### $ 3143 - أبو الفضل ابن مسكين الأعرج [- 618]
",72,death,618,Ayyubid
"### $ 3274 - محمد بن موسى ابن السراج المغربي [- بعد 618]
",68,death,618,Ayyubid
"### $ 1381 - أبو الطيب خشترين الكردي [578 - 619]
",516,full,619,Ayyubid
"### $ 2377 - محمد بن طاهر الداني النحوي [512 - 619]
",143,full,619,Ayyubid
"### $ 2809 - ابن الرويم الحلبي [619 - ]
",59,birth,619,Ayyubid
"### $ 3117 - البهاء ابن السكري [619 - ]
",51,birth,619,Ayyubid
"### $ 3593 - ابن الزيات الإسكندري [619 - ]
",40,birth,619,Ayyubid
"### $ 770 - الحافظ تقي الدين الأنماطي [- 619]
",192,death,619,Ayyubid
"### $ 2118 - أبو عبد الله السجستاني [- 619]
",52,death,619,Ayyubid
"### $ 2487 - ابن الرماح التونسي [- بعد 619]
",55,death,619,Ayyubid
"### $ 3066 - ابن جنادة الماذرائي الشاعر [- 619]
",46,death,619,Ayyubid
"### $ 750 - ابن أبي الرداد الكاتب [540 - بعد 620]
",31,full,620,Ayyubid
"### $ 1237 - ابن أبي الرداد [540 - 620]
",55,full,620,Ayyubid
"### $ 1319 - حيدرة بن محمود [545 - 620]
",31,full,620,Ayyubid
"### $ 2681 - الملك المنصور ثالث الأيوبيين [585 - 620]
",370,full,620,Ayyubid
"### $ 3090 - أبو البركات القضاعي المالكي [573 - 620]
",130,full,620,Ayyubid
"### $ 3520 - ابن أبي الرداد الكاتب [الشافعي] [539 - 620]
",48,full,620,Ayyubid
"### $ 2055 - ابن صارم القبائلي [620 - ]
",27,birth,620,Ayyubid
"### $ 2424 - ناصر الدين العدواني [620 - ]
",84,birth,620,Ayyubid
"### $ 3088 - ناصر الدين أستادار المحمدي [620 - ]
",61,birth,620,Ayyubid
"### $ 3369 - محمد بن منصور الوراق [620 - ]
",43,birth,620,Ayyubid
"### $ 3374 - محمد بن منصور التجيبي الإسكندري [620 - ]
",28,birth,620,Ayyubid
"### $ 21 - أبو إسحاق البلنسي [- 620]
",51,death,620,Ayyubid
"### $ 128 - السنهوري الناسك [- 620]
",421,death,620,Ayyubid
"### $ 316 - ابن عليب القيجاطي [- 620]
",79,death,620,Ayyubid
"### $ 1031 - ابن الحنبلي الواعظ [- 620]
",47,death,620,Ayyubid
"### $ 438 - ابن كيلان شاه [548 - 621]
",233,full,621,Ayyubid
"### $ 1829 - ابن اليتيم البلنسي [544 - 621]
",186,full,621,Ayyubid
"### $ 3004 - ابن زين الكتاب [566 - 621]
",276,full,621,Ayyubid
"### $ 245 - زين الدين ابن عز [621 - ]
",24,birth,621,Ayyubid
"### $ 1920 - شرف الدين الصقلي المقرئ [621 - ] (4)
",95,birth,621,Ayyubid
"### $ 3278 - أبو حامد الصقلي ms2919 [621 - ]
",40,birth,621,Ayyubid
"### $ 689 - شرف الدين البوني [520 - 622]
",608,full,622,Ayyubid
"### $ 1084 - جعفر الأفضلي [543 - 622]
",214,full,622,Ayyubid
"### $ 1255 - ابن باز الموصلي [552 - 622]
",75,full,622,Ayyubid
"### $ 1545 - الوزير ابن شكر [548 - 622]
",1608,full,622,Ayyubid
"### $ 1576 - الفخر الخبري الصوفي [537 - 622]
",379,full,622,Ayyubid
"### $ 2112 - أبو المجد القزويني الصوفي ms2376 [554 - 622]
",102,full,622,Ayyubid
"### $ 2865 - الزنباعي المؤدب [622 - ]
",32,birth,622,Ayyubid
"### $ 570 - ابن الغزالة البلنسي [560 - 623] (3) (أبو العباس البصير)
",1329,full,623,Ayyubid
"### $ 719 - رفيع الدين الأبرقوهي [582 - 623]
",104,full,623,Ayyubid
"### $ 1061 - التاج الدميري [555 - 623]
",89,full,623,Ayyubid
"### $ 1234 - ابن الأنجب المقرئ [544 - 623]
",47,full,623,Ayyubid
"### $ 1262 - عز القضاة ابن الجباب [558 - 623]
",55,full,623,Ayyubid
"### $ 2448 - أبو طاهر ابن مقرب البزاز [623 - ]
",60,birth,623,Ayyubid
"### $ 3619 - محمد بن يوسف البجائي [623 - ]
",38,birth,623,Ayyubid
"### $ 1390 - أبو المجد خزعل الشنائي [- 623]
",69,death,623,Ayyubid
"### $ 1778 - ابن عطية الداني [- 623]
",47,death,623,Ayyubid
"### $ 2123 - رشيد الدين ابن مسكين [- 623]
",78,death,623,Ayyubid
"### $ 772 - القاضي عماد الدين ابن درباس [570 - 624]
",102,full,624,Ayyubid
"### $ 1561/ 30 - الملك المعظم عيسى بن محمد الأيوبي [576 - 624]
",2522,full,624,Ayyubid
"### $ 1682 - أبو المناقب القزويني الصوفي [548 - 624]
",325,full,624,Ayyubid
"### $ 430 - أبو العباس القيسي [- 624]
",27,death,624,Ayyubid
"### $ 453 - أبو الفتح الواسطي [- 624]
",45,death,624,Ayyubid
"### $ 1071 - ابن سيد بونة المقرئ [- 624]
",85,death,624,Ayyubid
"### $ 2288 - محمد بن سلمان خطيب أسيوط [- بعد 624]
",56,death,624,Ayyubid
"### $ 415 - محب الدين اللبلي [573 - 625]
",59,full,625,Ayyubid
"### $ 514 - نظام الدين ابن أبي الحديد [570 - 625]
",239,full,625,Ayyubid
"### $ 2150 - ابن المجاور الصوفي [546 - 625]
",84,full,625,Ayyubid
"### $ 2412 - أبو عبد الله السبتي [544 - 625]
",114,full,625,Ayyubid
"### $ 2766 - ابن الكعبي [552 - 625]
",108,full,625,Ayyubid
"### $ 3509 - أبو أحمد الهلالي العباسي [625 - ]
",42,birth,625,Ayyubid
"### $ 1874 - بدر الدين الفاخري [- 625]
",26,death,625,Ayyubid
"### $ 2403 - الميماسي الطبيب [- 625]
",31,death,625,Ayyubid
"### $ 2638 - شمس ms2569 الدين الراوية [- 625]
",45,death,625,Ayyubid
"### $ 759 - جمال الدين ابن منقذ [569 - 626]
",87,full,626,Ayyubid
"### $ 1207 - أبو علي الناسخ [570 - 626]
",214,full,626,Ayyubid
"### $ 1556 - عبد الله بن عمر قاضي اليمن [530 - 626]
",65,full,626,Ayyubid
"### $ 2056 - محمد بن الحسن النباتي [626 - ]
",55,birth,626,Ayyubid
"### $ 3467 - الفخر النعماني الخياط [626 - ]
",83,birth,626,Ayyubid
"### $ 317 - ابن دنينير [583 - 627]
",151,full,627,Ayyubid
"### $ 2622 - أبو بكر ابن الشيرجي [549 - 627]
",82,full,627,Ayyubid
"### $ 2920 - الشرف ابن اللهيب [571 - 627]
",181,full,627,Ayyubid
"### $ 59 - إبراهيم الفقيسة [627 - ] (5)
",28,birth,627,Ayyubid
"### $ 236 - تاج الدين ابن التيجي [627 - ]
",73,birth,627,Ayyubid
"### $ 2849 - ابن منهال الربعي [627 - ]
",44,birth,627,Ayyubid
"### $ 2883 - الشريف ابن الدلالات الكركي الفاسي [627 - ] (2)
",84,birth,627,Ayyubid
"### $ 3174 - ابن الغازلي الخياط [627 - ]
",27,birth,627,Ayyubid
"### $ 3517 - ابن ظافر الطلحي المقرئ [627 - ]
",36,birth,627,Ayyubid
"### $ 988 - بهرام شاه صاحب بعلبك [- 627]
",21,death,627,Ayyubid
"### $ 1579 - برهان الدين الرقاء [- 627]
",139,death,627,Ayyubid
"### $ 1115 - مجد الدين البهنسي [555 - 628]
",184,full,628,Ayyubid
"### $ 1522 - أبو ثابت الشنهوري [570 - 628]
",69,full,628,Ayyubid
"### $ 3240 - ابن الأصيل الدويني [544 - 628]
",126,full,628,Ayyubid
"### $ 2777 - عفيف الدين المنشاوي [628 - ]
",37,birth,628,Ayyubid
"### $ 2320 - السديد ابن حنا [- 628]
",103,death,628,Ayyubid
"### $ 2897 - الزين الكردي المقرئ [- 628]
",44,death,628,Ayyubid
"### $ 517 - أبو العباس الصفار [569 - 629]
",43,full,629,Ayyubid
"### $ 1135 - العماد المحلي [560 - 629]
",147,full,629,Ayyubid
"### $ 1181 - السديد ابن الذهبي [548 - 629]
",114,full,629,Ayyubid
"### $ 1502 - جمال الدين ابن عبد الغني [581 - 629]
",113,full,629,Ayyubid
"### $ 300 - برهان الدين الجزري [629 - ]
",55,birth,629,Ayyubid
"### $ 3122 - ابن المفسر [629 - ]
",147,birth,629,Ayyubid
"### $ 2425 - شرف الدين ابن السكري [- 629]
",67,death,629,Ayyubid
"### $ 2529 - ابن نقطة [- 629]
",216,death,629,Ayyubid
"### $ 2804 - ابن الجارود الكفر عزي [- 629]
",130,death,629,Ayyubid
"### $ 3023 - محمد بن أبي الفضل الصقلي [- 629]
",42,death,629,Ayyubid
"### $ 162 - القاضي بهاء الدين ابن شاكر [565 - 630]
",257,full,630,Ayyubid
"### $ 1561/ 23 - ابن الحاجب الأميني المحدث [599 - 630]
",38,full,630,Ayyubid
"### $ 3333 - ابن أبي المعالي البعلبكي [584 - بعد 630]
",63,full,630,Ayyubid
"### $ 3420 - ابن عنين [549 - 630]
",776,full,630,Ayyubid
"### $ 3474 - أبو عبد الله البوصيري [559 - 630]
",52,full,630,Ayyubid
"### $ 778 - ابن أبي النمر [630 - ]
",143,birth,630,Ayyubid
"### $ 1585 - ابن الدماميني [630 - ] (3)
",64,birth,630,Ayyubid
"### $ 1761 - الغرافي الحسيني [630 - ]
",91,birth,630,Ayyubid
"### $ 2601 - أبو عبد الله المؤدب بجامع عمرو [630 - ]
",38,birth,630,Ayyubid
"### $ 3248 - أبو عبد الله الجنائزي المقري [630 - ]
",50,birth,630,Ayyubid
"### $ 3551 - محمد بن يحيى الإسكندري المالكي [630 - ]
",67,birth,630,Ayyubid
"### $ 676 - ابن هبة الله الدمياطي [- 630]
",51,death,630,Ayyubid
"### $ 1187 - أبو علي الأوقي/ الأوهي [- 630]
",90,death,630,Ayyubid
"### $ 1561/ 22 - شجاع الدين السبربائي [- 630]
",35,death,630,Ayyubid
"### $ 2126 - ابن أبي شجاع الحسني البصري [- بعد 630]
",59,death,630,Ayyubid
"### $ 2934 - الفنزاري السلاوي [- بعد 630]
",44,death,630,Ayyubid
"### $ 3629 - الجلال الساوجي شيخ القلندرية [- 630]
",90,death,630,Ayyubid
"### $ 484 - الصلاح الإربلي [570 - 631]
",605,full,631,Ayyubid
"### $ 613 - أبو العباس ابن الصابوني [569 - 631]
",73,full,631,Ayyubid
"### $ 1157 - أبو علي الوراق [555 - 631]
",55,full,631,Ayyubid
"### $ 1396 - خضر بن بدران الشاعر التركي [543 - 631]
",69,full,631,Ayyubid
"### $ 1923 - نجم الدين ابن الخباز [557 - 631]
",60,full,631,Ayyubid
"### $ 2571 - ابن حبيش [581 - 631]
",162,full,631,Ayyubid
"### $ 2844 - أبو طاهر المقدسي المالكي [565 - 631]
",138,full,631,Ayyubid
"### $ 2907 - محمد بن عمر القرطبي المقرئ [558 - 631]
",301,full,631,Ayyubid
"### $ 3084 - ابن الصباغ اللوشي [561 - 631]
",89,full,631,Ayyubid
"### $ 2414 - ابن مزال الإسكندري [631 - ]
",31,birth,631,Ayyubid
"### $ 3579 - مجير الدين ابن قريش الكاتب [631 - ]
",58,birth,631,Ayyubid
"### $ 1041 - ثابت التفليسي [- 631]
",34,death,631,Ayyubid
